АВС/ DEF;От;До;Емкость;Оператор;Регион
992;2505000;2505999;1000;АО "ЭР-Телеком Холдинг";г. Санкт-Петербург * Ленинградская область
992;2800000;2899999;100000;АО "Теле2-Санкт-Петербург";Вологодская обл.
992;2900000;2999999;100000;АО "Теле2-Санкт-Петербург";Псковская обл.
992;3000000;3199999;200000;ООО "Т2 Мобайл";Тюменская обл.
992;3200000;3200499;500;ПАО "Ростелеком";Тюменская обл.
992;3300000;3499999;200000;ООО "Т2 Мобайл";Свердловская обл.
992;3500000;3699999;200000;ООО "Т2 Мобайл";Ханты-Мансийский АО - Югра
992;3700000;3702499;2500;ПАО "Ростелеком";Ханты-Мансийский АО - Югра
992;3702500;3702999;500;ООО "Лайкамобайл";г. Москва * Московская область
992;4000000;4099999;100000;ООО "Т2 Мобайл";Ямало-Ненецкий АО
992;4100000;4100999;1000;ПАО "Ростелеком";Ямало-Ненецкий АО
992;4200000;4299999;100000;ООО "Т2 Мобайл";Курганская обл.
992;4300000;4300149;150;ПАО "Ростелеком";Курганская обл.
992;4440000;4449999;10000;ОАО "МТТ";г. Москва * Московская область
992;5000000;5299999;300000;ООО "Т2 Мобайл";Челябинская обл.
992;5300000;5300999;1000;ПАО "Ростелеком";Челябинская обл.
992;5550000;5559999;10000;ОАО "МТТ";г. Москва * Московская область
992;7000000;7004999;5000;ОАО "МТТ";Омская обл.
992;7005000;7009999;5000;ОАО "МТТ";Самарская обл.
992;7770000;7779999;10000;ООО "Спринт";г. Москва * Московская область
992;8880000;8889999;10000;ООО "Спринт";г. Москва * Московская область
992;9000000;9000999;1000;ОАО "МТТ";г. Москва * Московская область
992;9990000;9999999;10000;ООО "Спринт";г. Москва * Московская область
993;0000000;0329999;330000;ООО "Т2 Мобайл";Новосибирская обл.
993;0330000;0349999;20000;ООО "Т2 Мобайл";Республика Хакасия
993;0350000;0350999;1000;ООО "Т2 Мобайл";Республика Тыва
993;0351000;0351999;1000;ООО "Т2 Мобайл";Республика Алтай
993;0352000;0352099;100;ООО "Т2 Мобайл";Республика Хакасия
993;0352100;0352199;100;ООО "Т2 Мобайл";Орловская обл.
993;0352200;0352299;100;ООО "Т2 Мобайл";Тамбовская обл.
993;0352300;0352399;100;ООО "Т2 Мобайл";Магаданская обл.
993;1110000;1114999;5000;ООО "Скай Нетворкс";г. Санкт-Петербург * Ленинградская область
993;1115000;1119999;5000;ООО "Скай Нетворкс";Ростовская обл.
993;2000000;2029999;30000;ПАО "Ростелеком";г. Москва * Московская область
993;2030000;2214999;185000;ПАО "Ростелеком";г. Санкт-Петербург * Ленинградская область
993;2215000;2314999;100000;ПАО "Ростелеком";г. Москва * Московская область
993;2315000;2336999;22000;ПАО "Ростелеком";Калужская обл.
993;2337000;2349999;13000;ПАО "Ростелеком";Костромская обл.
993;2350000;2362999;13000;ПАО "Ростелеком";Орловская обл.
993;2363000;2385999;23000;ПАО "Ростелеком";Рязанская обл.
993;2386000;2398999;13000;ПАО "Ростелеком";Смоленская обл.
993;2399000;2413999;15000;ПАО "Ростелеком";Тульская обл.
993;2414000;2415999;2000;ПАО "Ростелеком";Магаданская обл.
993;2416000;2420999;5000;ПАО "Ростелеком";Камчатский край
993;2421000;2428999;8000;ПАО "Ростелеком";Сахалинская обл.
993;2429000;2429999;1000;ПАО "Ростелеком";Еврейская автономная обл.
993;3000000;3004999;5000;ОАО "МТТ";Нижегородская обл.
993;3005000;3009999;5000;ОАО "МТТ";Республика Татарстан
993;3330000;3339999;10000;ООО "Спринт";г. Москва * Московская область
993;3999000;3999999;1000;ОАО "МТТ";г. Москва * Московская область
993;4440000;4449999;10000;ОАО "МТТ";г. Москва * Московская область
993;5550000;5559999;10000;ОАО "МТТ";г. Москва * Московская область
993;6660000;6669999;10000;ООО "МАТРИКС телеком";г. Москва * Московская область
993;7770000;7779999;10000;ООО "Спринт";г. Москва * Московская область
993;8880000;8889999;10000;ООО "Спринт";г. Москва * Московская область
993;9930000;9930999;1000;ООО "МСН Телеком";Свердловская обл.
993;9931000;9931999;1000;ООО "МСН Телеком";Республика Татарстан
993;9932000;9932999;1000;ООО "МСН Телеком";Краснодарский край
993;9933000;9933999;1000;ООО "МСН Телеком";Красноярский край
993;9934000;9934999;1000;ООО "МСН Телеком";Нижегородская обл.
993;9935000;9935999;1000;ООО "МСН Телеком";Новосибирская обл.
993;9936000;9936999;1000;ООО "МСН Телеком";Ростовская обл.
993;9937000;9937999;1000;ООО "МСН Телеком";Самарская обл.
993;9938000;9938999;1000;ООО "МСН Телеком";г. Санкт-Петербург * Ленинградская область
993;9939000;9939999;1000;ООО "МСН Телеком";Пермский край
993;9940000;9949999;10000;ООО "Сбербанк-Телеком";Новосибирская обл.
993;9950000;9959999;10000;ООО "Сбербанк-Телеком";Ульяновская обл.
993;9960000;9969999;10000;ООО "Сбербанк-Телеком";Новосибирская обл.
993;9970000;9979999;10000;ООО "Сбербанк-Телеком";Омская обл.
993;9980000;9989999;10000;ООО "Сбербанк-Телеком";Кемеровская обл.
993;9990000;9999999;10000;ООО "Спринт";г. Москва * Московская область
994;0000000;0149999;150000;ЗАО "АКОС";Приморский край
994;0150000;0249999;100000;ЗАО "АКОС";Приморский край
994;0250000;0257999;8000;ЗАО "АКОС";Приморский край
994;0300000;0300999;1000;ООО "Т2 Мобайл";Приморский край
994;1000000;1009999;10000;ООО "Т2 Мобайл";Хабаровский край
994;1010000;1109999;100000;ЗАО "АКОС";Приморский край
994;1110000;1114999;5000;ООО "Скай Нетворкс";Республика Карачаево-Черкесская
994;1115000;1119999;5000;ООО "Скай Нетворкс";Республика Карачаево-Черкесская
994;1500000;1509999;10000;ООО "Т2 Мобайл";Республика Саха /Якутия/
994;2000000;2009999;10000;ООО "Т2 Мобайл";Амурская обл.
994;2220000;2229999;10000;ОАО "МТТ";г. Москва * Московская область
994;2400000;2409999;10000;ООО "Т2 Мобайл";Сахалинская обл.
994;2500000;2509999;10000;ООО "Т2 Мобайл";Магаданская обл.
994;2600000;2609999;10000;ООО "Т2 Мобайл";Еврейская автономная обл.
994;2610000;2629999;20000;АО "Теле2-Санкт-Петербург";г. Санкт-Петербург * Ленинградская область
994;2630000;2637999;8000;АО "Теле2-Санкт-Петербург";Вологодская обл.
994;2638000;2643999;6000;АО "Теле2-Санкт-Петербург";Псковская обл.
994;2644000;2647999;4000;АО "Теле2-Санкт-Петербург";Республика Карелия
994;2699000;2719999;21000;ООО "Т2 Мобайл";Камчатский край
994;2900000;2909999;10000;ООО "Т2 Мобайл";Чукотский АО
994;3330000;3339999;10000;ОАО "МТТ";г. Москва * Московская область
994;4000000;4004999;5000;ОАО "МТТ";Челябинская обл.
994;4005000;4009999;5000;ОАО "МТТ";Воронежская обл.
994;4010000;4409999;400000;АО "Теле2-Санкт-Петербург";г. Санкт-Петербург * Ленинградская область
994;4410000;4419999;10000;ОАО "МТТ";г. Москва * Московская область
994;4440000;4449999;10000;ОАО "МТТ";г. Москва * Московская область
994;4999000;4999999;1000;ОАО "МТТ";г. Москва * Московская область
994;5000000;5009999;10000;ОАО "МТТ";Свердловская обл.
994;5550000;5559999;10000;ОАО "МТТ";г. Москва * Московская область
994;6660000;6669999;10000;ОАО "МТТ";г. Москва * Московская область
994;7770000;7779999;10000;ООО "Спринт";г. Москва * Московская область
994;8880000;8884999;5000;ООО "Спринт";г. Санкт-Петербург * Ленинградская область
994;8885000;8889999;5000;ООО "Спринт";Ростовская обл.
994;9990000;9999999;10000;ООО "Спринт";г. Москва * Московская область
995;0000000;0009999;10000;ОАО "МТТ";г. Москва * Московская область
995;0010000;0029999;20000;ООО "Сбербанк-Телеком";г. Москва * Московская область
995;0030000;0034999;5000;ЗАО "СанСим";г. Москва * Московская область
995;0035000;0069999;35000;ООО "Тинькофф Мобайл";Краснодарский край
995;0070000;0094999;25000;ООО "Тинькофф Мобайл";Республика Татарстан
995;0095000;0119999;25000;ООО "Тинькофф Мобайл";Новосибирская обл.
995;0120000;0124999;5000;ООО "Тинькофф Мобайл";Мурманская обл.
995;0860000;0863499;3500;ООО "Тинькофф Мобайл";Калининградская обл.
995;0863500;0864999;1500;ООО "Тинькофф Мобайл";Тамбовская обл.
995;0865000;0866499;1500;ООО "Тинькофф Мобайл";Орловская обл.
995;0866500;0869999;3500;ООО "Тинькофф Мобайл";Оренбургская обл.
995;0870000;0871999;2000;ООО "Тинькофф Мобайл";Тверская обл.
995;0872000;0873499;1500;ООО "Тинькофф Мобайл";Ямало-Ненецкий АО
995;0873500;0874999;1500;ООО "Тинькофф Мобайл";Республика Бурятия
995;0875000;0879999;5000;ООО "Тинькофф Мобайл";Омская обл.
995;0880000;0889999;10000;ООО "Тинькофф Мобайл";Свердловская обл.
995;0890000;0893499;3500;ООО "Тинькофф Мобайл";Волгоградская обл.
995;0893500;0894999;1500;ООО "Тинькофф Мобайл";Новгородская обл.
995;0895000;0896499;1500;ООО "Тинькофф Мобайл";Курганская обл.
995;0896500;0899999;3500;ООО "Тинькофф Мобайл";Алтайский край
995;0900000;0909999;10000;ООО "Тинькофф Мобайл";г. Санкт-Петербург * Ленинградская область
995;0910000;0919999;10000;ООО "Тинькофф Мобайл";Ростовская обл.
995;0920000;0924999;5000;ООО "Тинькофф Мобайл";Иркутская обл.
995;0925000;0929999;5000;ООО "Тинькофф Мобайл";Тюменская обл.
995;0930000;0939999;10000;ООО "Тинькофф Мобайл";Пермский край
995;0940000;0944999;5000;ООО "Тинькофф Мобайл";Воронежская обл.
995;0945000;0949999;5000;ООО "Тинькофф Мобайл";Саратовская обл.
995;0950000;0959999;10000;ООО "Тинькофф Мобайл";Республика Татарстан
995;0960000;0969999;10000;ООО "Тинькофф Мобайл";Красноярский край
995;0970000;0974999;5000;ООО "Тинькофф Мобайл";Ханты-Мансийский АО - Югра
995;0975000;0979999;5000;ООО "Тинькофф Мобайл";Кемеровская обл.
995;0980000;0989999;10000;ООО "Тинькофф Мобайл";Самарская обл.
995;0990000;1009999;20000;ООО "Тинькофф Мобайл";г. Москва * Московская область
995;1010000;1019999;10000;ООО "Тинькофф Мобайл";Новосибирская обл.
995;1020000;1021999;2000;ООО "Тинькофф Мобайл";Мурманская обл.
995;1022000;1023999;2000;ООО "Тинькофф Мобайл";Рязанская обл.
995;1024000;1025999;2000;ООО "Тинькофф Мобайл";Липецкая обл.
995;1026000;1027999;2000;ООО "Тинькофф Мобайл";Курская обл.
995;1028000;1029999;2000;ООО "Тинькофф Мобайл";Пензенская обл.
995;1030000;1031999;2000;ООО "Тинькофф Мобайл";Кировская обл.
995;1032000;1033999;2000;ООО "Тинькофф Мобайл";Калужская обл.
995;1034000;1035499;1500;ООО "Тинькофф Мобайл";Камчатский край
995;1035500;1036999;1500;ООО "Тинькофф Мобайл";Республика Адыгея
995;1037000;1037499;500;ООО "Тинькофф Мобайл";Еврейская автономная обл.
995;1037500;1037999;500;ООО "Тинькофф Мобайл";Архангельская область * Ненецкий автономный округ
995;1038000;1039999;2000;ООО "Тинькофф Мобайл";Ульяновская обл.
995;1040000;1041999;2000;ООО "Тинькофф Мобайл";Чувашская Республика - Чувашия
995;1042000;1043999;2000;ООО "Тинькофф Мобайл";Смоленская обл.
995;1044000;1045999;2000;ООО "Тинькофф Мобайл";Республика Коми
995;1046000;1047999;2000;ООО "Тинькофф Мобайл";Республика Карелия
995;1048000;1049999;2000;ООО "Тинькофф Мобайл";Брянская обл.
995;1050000;1059999;10000;ООО "Тинькофф Мобайл";Челябинская обл.
995;1060000;1061999;2000;ООО "Тинькофф Мобайл";Владимирская обл.
995;1062000;1062999;1000;ООО "Тинькофф Мобайл";Республика Тыва
995;1063000;1064499;1500;ООО "Тинькофф Мобайл";Республика Мордовия
995;1064500;1065999;1500;ООО "Тинькофф Мобайл";Костромская обл.
995;1066000;1067999;2000;ООО "Тинькофф Мобайл";Тульская обл.
995;1068000;1069999;2000;ООО "Тинькофф Мобайл";Томская обл.
995;1070000;1071999;2000;ООО "Тинькофф Мобайл";Архангельская область * Ненецкий автономный округ
995;1072000;1072999;1000;ООО "Тинькофф Мобайл";Магаданская обл.
995;1073000;1074499;1500;ООО "Тинькофф Мобайл";Сахалинская обл.
995;1074500;1075999;1500;ООО "Тинькофф Мобайл";Республика Хакасия
995;1076000;1077999;2000;ООО "Тинькофф Мобайл";Вологодская обл.
995;1078000;1079999;2000;ООО "Тинькофф Мобайл";Белгородская обл.
995;1080000;1083499;3500;ООО "Тинькофф Мобайл";Республика Удмуртская
995;1083500;1084999;1500;ООО "Тинькофф Мобайл";Республика Марий Эл
995;1085000;1086499;1500;ООО "Тинькофф Мобайл";Псковская обл.
995;1086500;1089999;3500;ООО "Тинькофф Мобайл";Приморский край
995;1090000;1099999;10000;ООО "Тинькофф Мобайл";Нижегородская обл.
995;1100000;1109999;10000;ООО "Тинькофф Мобайл";Краснодарский край
995;1110000;1119999;10000;ООО "Скай Нетворкс";Краснодарский край
995;1120000;1219999;100000;ООО "Тинькофф Мобайл";г. Москва * Московская область
995;1220000;1239999;20000;ООО "Тинькофф Мобайл";Краснодарский край
995;1240000;1249999;10000;ООО "Тинькофф Мобайл";Красноярский край
995;1250000;1259999;10000;ООО "Тинькофф Мобайл";Челябинская обл.
995;1260000;1264999;5000;ООО "Тинькофф Мобайл";Кемеровская обл.
995;1265000;1269999;5000;ООО "Тинькофф Мобайл";Воронежская обл.
995;1270000;1274999;5000;ООО "Тинькофф Мобайл";Саратовская обл.
995;1275000;1279999;5000;ООО "Тинькофф Мобайл";Омская обл.
995;1280000;1284999;5000;ООО "Тинькофф Мобайл";Ярославская обл.
995;1285000;1289999;5000;ООО "Тинькофф Мобайл";Ивановская обл.
995;1290000;1299999;10000;ООО "Тинькофф Мобайл";Новосибирская обл.
995;1300000;1309999;10000;ООО "Тинькофф Мобайл";Свердловская обл.
995;1310000;1319999;10000;ООО "Тинькофф Мобайл";Самарская обл.
995;1320000;1329999;10000;ООО "Тинькофф Мобайл";Нижегородская обл.
995;1330000;1339999;10000;ООО "Тинькофф Мобайл";Республика Татарстан
995;1340000;1346999;7000;ООО "Тинькофф Мобайл";Волгоградская обл.
995;1347000;1348499;1500;ООО "Тинькофф Мобайл";Республика Адыгея
995;1348500;1349999;1500;ООО "Тинькофф Мобайл";Республика Марий Эл
995;1350000;1359999;10000;ООО "Тинькофф Мобайл";Ростовская обл.
995;1360000;1369999;10000;ООО "Тинькофф Мобайл";Пермский край
995;1800000;2029999;230000;ООО "Т2 Мобайл";Краснодарский край
995;2030000;2030999;1000;ООО "Т2 Мобайл";Республика Калмыкия
995;2031000;2031999;1000;ООО "Т2 Мобайл";Чеченская Республика
995;2032000;2032999;1000;ООО "Т2 Мобайл";Ставропольский край
995;2033000;2117999;85000;ООО "Т2 Мобайл";Краснодарский край
995;2118000;2132999;15000;ООО "Т2 Мобайл";Республика Дагестан
995;2133000;2134999;2000;ООО "Т2 Мобайл";Республика Северная Осетия - Алания
995;2135000;2135999;1000;ООО "Т2 Мобайл";Республика Адыгея
995;2200000;2219999;20000;ООО "Тинькофф Мобайл";Краснодарский край
995;2220000;2229999;10000;ООО "Интернод";г. Москва * Московская область
995;2230000;2299999;70000;ООО "Тинькофф Мобайл";Краснодарский край
995;2300000;2379999;80000;ООО "Тинькофф Мобайл";г. Санкт-Петербург * Ленинградская область
995;2380000;2399999;20000;ООО "Тинькофф Мобайл";Тюменская обл.
995;2400000;2404999;5000;ООО "Тинькофф Мобайл";Псковская обл.
995;2405000;2409999;5000;ООО "Тинькофф Мобайл";Республика Бурятия
995;2410000;2415999;6000;ООО "Тинькофф Мобайл";Курская обл.
995;2416000;2423999;8000;ООО "Тинькофф Мобайл";Республика Мордовия
995;2424000;2439999;16000;ООО "Тинькофф Мобайл";Ханты - Мансийский - Югра АО
995;2990000;3019999;30000;ООО "Тинькофф Мобайл";г. Москва * Московская область
995;3020000;3029999;10000;ООО "Тинькофф Мобайл";Тюменская обл.
995;3030000;3039999;10000;ООО "Тинькофф Мобайл";Калининградская обл.
995;3040000;3042999;3000;ООО "Тинькофф Мобайл";Архангельская область * Ненецкий автономный округ
995;3043000;3045999;3000;ООО "Тинькофф Мобайл";Иркутская обл.
995;3046000;3047999;2000;ООО "Тинькофф Мобайл";Мурманская обл.
995;3048000;3049999;2000;ООО "Тинькофф Мобайл";Ивановская обл.
995;3050000;3054999;5000;ООО "Тинькофф Мобайл";Вологодская обл.
995;3055000;3059999;5000;ООО "Тинькофф Мобайл";Калужская обл.
995;3060000;3062999;3000;ООО "Тинькофф Мобайл";Костромская обл.
995;3063000;3064999;2000;ООО "Тинькофф Мобайл";Пензенская обл.
995;3065000;3067999;3000;ООО "Тинькофф Мобайл";Курганская обл.
995;3068000;3069999;2000;ООО "Тинькофф Мобайл";Республика Бурятия
995;3070000;3079999;10000;ООО "Тинькофф Мобайл";Челябинская обл.
995;3080000;3089999;10000;ООО "Тинькофф Мобайл";Удмуртская Республика
995;3090000;3094999;5000;ООО "Тинькофф Мобайл";Кировская обл.
995;3095000;3099999;5000;ООО "Тинькофф Мобайл";Приморский край
995;3100000;3109999;10000;ООО "Тинькофф Мобайл";Оренбургская обл.
995;3110000;3129999;20000;ООО "Тинькофф Мобайл";Красноярский край
995;3130000;3139999;10000;ООО "Тинькофф Мобайл";Владимирская обл.
995;3140000;3164999;25000;ООО "Тинькофф Мобайл";Кемеровская обл.
995;3165000;3229999;65000;ООО "Тинькофф Мобайл";Краснодарский край
995;3230000;3253999;24000;ООО "Тинькофф Мобайл";Иркутская обл.
995;3254000;3266999;13000;ООО "Тинькофф Мобайл";Калининградская обл.
995;3267000;3287999;21000;ООО "Тинькофф Мобайл";Калужская обл.
995;3288000;3291999;4000;ООО "Тинькофф Мобайл";Магаданская обл.
995;3292000;3299999;8000;ООО "Тинькофф Мобайл";Республика Карелия
995;3300000;3329999;30000;ООО "Тинькофф Мобайл";Республика Татарстан
995;3330000;3339999;10000;ООО "Интернод";г. Москва * Московская область
995;3340000;3354999;15000;ООО "Тинькофф Мобайл";Челябинская обл.
995;3355000;3359999;5000;ООО "Тинькофф Мобайл";Ульяновская обл.
995;3360000;3362999;3000;ООО "Тинькофф Мобайл";Республика Бурятия
995;3363000;3369999;7000;ООО "Тинькофф Мобайл";Алтайский край
995;3370000;3372999;3000;ООО "Тинькофф Мобайл";Курская обл.
995;3373000;3379999;7000;ООО "Тинькофф Мобайл";Удмуртская Республика
995;3380000;3389999;10000;ООО "Тинькофф Мобайл";Иркутская обл.
995;3390000;3392999;3000;ООО "Тинькофф Мобайл";Ямало-Ненецкий АО
995;3393000;3399999;7000;ООО "Тинькофф Мобайл";Калининградская обл.
995;3400000;3409999;10000;ООО "Тинькофф Мобайл";Белгородская обл.
995;3410000;3412999;3000;ООО "Тинькофф Мобайл";Новгородская обл.
995;3413000;3414999;2000;ООО "Тинькофф Мобайл";Республика Хакасия
995;3415000;3416999;2000;ООО "Тинькофф Мобайл";Рязанская обл.
995;3417000;3419999;3000;ООО "Тинькофф Мобайл";Республика Коми
995;3420000;3422999;3000;ООО "Тинькофф Мобайл";Саратовская обл.
995;3423000;3425999;3000;ООО "Тинькофф Мобайл";Чувашская Республика - Чувашия
995;3426000;3427999;2000;ООО "Тинькофф Мобайл";Смоленская обл.
995;3428000;3429999;2000;ООО "Тинькофф Мобайл";Ульяновская обл.
995;3430000;3434999;5000;ООО "Тинькофф Мобайл";Свердловская обл.
995;3435000;3449999;15000;ООО "Тинькофф Мобайл";Самарская обл.
995;3450000;3459999;10000;ООО "Сбербанк-Телеком";г. Москва * Московская область
995;3800000;3819999;20000;ООО "Тинькофф Мобайл";Челябинская обл.
995;3820000;3826999;7000;ООО "Тинькофф Мобайл";Мурманская обл.
995;3827000;3829999;3000;ООО "Тинькофф Мобайл";Смоленская обл.
995;3830000;3839999;10000;ООО "Тинькофф Мобайл";Республика Татарстан
995;3840000;3843999;4000;ООО "Тинькофф Мобайл";Липецкая обл.
995;3844000;3845999;2000;ООО "Тинькофф Мобайл";Псковская обл.
995;3846000;3847999;2000;ООО "Тинькофф Мобайл";Республика Адыгея
995;3848000;3849999;2000;ООО "Тинькофф Мобайл";Республика Бурятия
995;3850000;3859999;10000;ООО "Тинькофф Мобайл";Чувашская Республика
995;3860000;3861999;2000;ООО "Тинькофф Мобайл";Республика Карелия
995;3862000;3863999;2000;ООО "Тинькофф Мобайл";Республика Марий Эл
995;3864000;3865999;2000;ООО "Тинькофф Мобайл";Республика Мордовия
995;3866000;3867999;2000;ООО "Тинькофф Мобайл";Тамбовская обл.
995;3868000;3869999;2000;ООО "Тинькофф Мобайл";Томская обл.
995;3870000;3874999;5000;ООО "Тинькофф Мобайл";Кировская обл.
995;3875000;3879999;5000;ООО "Тинькофф Мобайл";Красноярский край
995;3880000;3899999;20000;ООО "Тинькофф Мобайл";Свердловская обл.
995;3900000;3909999;10000;ООО "Тинькофф Мобайл";Новосибирская обл.
995;3910000;3914999;5000;ООО "Тинькофф Мобайл";Сахалинская обл.
995;3915000;3919999;5000;ООО "Тинькофф Мобайл";Тверская обл.
995;3920000;3921999;2000;ООО "Тинькофф Мобайл";Брянская обл.
995;3922000;3929999;8000;ООО "Тинькофф Мобайл";Кемеровская обл.
995;3930000;3939999;10000;ООО "Тинькофф Мобайл";Саратовская обл.
995;3940000;3944999;5000;ООО "Тинькофф Мобайл";Омская обл.
995;3945000;3949999;5000;ООО "Тинькофф Мобайл";Белгородская обл.
995;3950000;3956999;7000;ООО "Тинькофф Мобайл";Владимирская обл.
995;3957000;3959999;3000;ООО "Тинькофф Мобайл";Курганская обл.
995;3960000;3964999;5000;ООО "Тинькофф Мобайл";Республика Коми
995;3965000;3969999;5000;ООО "Тинькофф Мобайл";Приморский край
995;3970000;3975999;6000;ООО "Тинькофф Мобайл";Архангельская обл.
995;3976000;3999999;24000;ООО "Тинькофф Мобайл";Ростовская обл.
995;4000000;4299999;300000;ООО "Т2 Мобайл";Волгоградская обл.
995;4400000;4414999;15000;ООО "Тинькофф Мобайл";Красноярский край
995;4415000;4419999;5000;ООО "Тинькофф Мобайл";Калужская обл.
995;4420000;4426999;7000;ООО "Тинькофф Мобайл";Тульская обл.
995;4427000;4429999;3000;ООО "Тинькофф Мобайл";Камчатский край
995;4430000;4439999;10000;ООО "Тинькофф Мобайл";Кемеровская обл.
995;4440000;4444999;5000;ООО "Скай Нетворкс";Ростовская обл.
995;4445000;4449999;5000;ООО "Скай Нетворкс";г. Москва * Московская область
995;4450000;4464999;15000;ООО "Тинькофф Мобайл";Ростовская обл.
995;4465000;4469999;5000;ООО "Тинькофф Мобайл";Кировская обл.
995;4470000;4472999;3000;ООО "Тинькофф Мобайл";Орловская обл.
995;4473000;4479999;7000;ООО "Тинькофф Мобайл";Вологодская обл.
995;4480000;4482999;3000;ООО "Тинькофф Мобайл";Курганская обл.
995;4483000;4489999;7000;ООО "Тинькофф Мобайл";Архангельская область * Ненецкий автономный округ
995;4490000;4492999;3000;ООО "Тинькофф Мобайл";Псковская обл.
995;4493000;4499999;7000;ООО "Тинькофф Мобайл";Белгородская обл.
995;4500000;4599999;100000;ООО "Лайкамобайл";г. Москва * Московская область
995;4900000;4909999;10000;ООО "Тинькофф Мобайл";Иркутская обл.
995;4910000;4916999;7000;ООО "Тинькофф Мобайл";Пензенская обл.
995;4917000;4919999;3000;ООО "Тинькофф Мобайл";Тульская обл.
995;4920000;4921999;2000;ООО "Тинькофф Мобайл";Алтайский край
995;4922000;4929999;8000;ООО "Тинькофф Мобайл";Тюменская обл.
995;4930000;4937999;8000;ООО "Тинькофф Мобайл";Ханты-Мансийский АО - Югра
995;4938000;4939999;2000;ООО "Тинькофф Мобайл";Камчатский край
995;4940000;4947999;8000;ООО "Тинькофф Мобайл";Вологодская обл.
995;4948000;4949999;2000;ООО "Тинькофф Мобайл";Воронежская обл.
995;4950000;4954999;5000;ООО "Тинькофф Мобайл";Иркутская обл.
995;4955000;4959999;5000;ООО "Тинькофф Мобайл";Свердловская обл.
995;4960000;4964999;5000;ООО "Тинькофф Мобайл";Орловская обл.
995;4965000;4968999;4000;ООО "Тинькофф Мобайл";Вологодская обл.
995;4969000;4969999;1000;ООО "Тинькофф Мобайл";Чувашская Республика - Чувашия
995;4970000;4972999;3000;ООО "Тинькофф Мобайл";Пензенская обл.
995;4973000;4975999;3000;ООО "Тинькофф Мобайл";Республика Тыва
995;4976000;4979999;4000;ООО "Тинькофф Мобайл";Приморский край
995;4980000;4982999;3000;ООО "Тинькофф Мобайл";Ульяновская обл.
995;4983000;4985999;3000;ООО "Тинькофф Мобайл";Ямало-Ненецкий АО
995;4986000;4987999;2000;ООО "Тинькофф Мобайл";Республика Бурятия
995;4988000;4989999;2000;ООО "Тинькофф Мобайл";Республика Адыгея
995;4990000;4992999;3000;ООО "Тинькофф Мобайл";Новосибирская обл.
995;4993000;4999999;7000;ООО "Тинькофф Мобайл";Саратовская обл.
995;5000000;5099999;100000;ООО "Тинькофф Мобайл";г. Москва * Московская область
995;5100000;5119999;20000;ООО "Сбербанк-Телеком";Новосибирская обл.
995;5120000;5129999;10000;ООО "Сбербанк-Телеком";Пензенская обл.
995;5130000;5149999;20000;ООО "Сбербанк-Телеком";Кемеровская обл.
995;5150000;5159999;10000;ООО "Сбербанк-Телеком";Омская обл.
995;5160000;5169999;10000;ООО "Сбербанк-Телеком";Рязанская обл.
995;5170000;5179999;10000;ООО "Сбербанк-Телеком";Республика Тыва
995;5180000;5189999;10000;ООО "Сбербанк-Телеком";Ульяновская обл.
995;5190000;5199999;10000;ООО "Сбербанк-Телеком";Республика Хакасия
995;5200000;5219999;20000;ООО "Сбербанк-Телеком";Омская обл.
995;5220000;5239999;20000;ООО "Сбербанк-Телеком";Алтайский край
995;5240000;5249999;10000;ООО "Сбербанк-Телеком";Красноярский край
995;5250000;5259999;10000;ООО "Сбербанк-Телеком";Приморский край
995;5260000;5269999;10000;ООО "Сбербанк-Телеком";Камчатский край
995;5270000;5279999;10000;ООО "Сбербанк-Телеком";Еврейская автономная обл.
995;5280000;5289999;10000;ООО "Сбербанк-Телеком";Магаданская обл.
995;5290000;5299999;10000;ООО "Сбербанк-Телеком";Республика Бурятия
995;5300000;5309999;10000;ООО "Сбербанк-Телеком";Красноярский край
995;5310000;5319999;10000;ООО "Сбербанк-Телеком";Сахалинская обл.
995;5320000;5329999;10000;ООО "Сбербанк-Телеком";Ярославская обл.
995;5330000;5339999;10000;ООО "Сбербанк-Телеком";Томская обл.
995;5340000;5349999;10000;ООО "Сбербанк-Телеком";Приморский край
995;5500000;5504999;5000;ООО "Скартел";Тамбовская обл.
995;5505000;5509999;5000;ООО "Скартел";Республика Тыва
995;5510000;5514999;5000;ООО "Скартел";Республика Алтай
995;5515000;5524999;10000;ООО "Скартел";Республика Калмыкия
995;5525000;5529999;5000;ООО "Скартел";Республика Адыгея
995;5530000;5544999;15000;ООО "Скартел";Забайкальский край
995;5545000;5549999;5000;ООО "Скартел";Республика Карелия
995;5550000;5599999;50000;ООО "Скартел";г. Москва * Московская область
995;5777000;5777999;1000;ОАО "МТТ";г. Москва * Московская область
995;5870000;5899999;30000;ООО "Сбербанк-Телеком";Волгоградская обл.
995;5900000;6009999;110000;ООО "Тинькофф Мобайл";г. Санкт-Петербург * Ленинградская область
995;6010000;6011999;2000;ООО "Тинькофф Мобайл";Рязанская обл.
995;6012000;6013999;2000;ООО "Тинькофф Мобайл";Архангельская область * Ненецкий автономный округ
995;6014000;6015499;1500;ООО "Тинькофф Мобайл";Псковская обл.
995;6015500;6016999;1500;ООО "Тинькофф Мобайл";Липецкая обл.
995;6017000;6018499;1500;ООО "Тинькофф Мобайл";Пензенская обл.
995;6018500;6019999;1500;ООО "Тинькофф Мобайл";Томская обл.
